,Sample
0,2.326127739238091
1,0.7983146906409035
2,-0.7024993955632461
3,1.2969186160152772
4,3.074955085878992
5,1.904271696345341
6,0.3040542620478932
7,1.6326626946841631
8,1.885652744606642
9,1.5890122068944963
10,-0.28677493242045604
11,1.563005494166625
12,1.428186988114302
13,0.8825876468942929
14,0.5850104317645253
15,-1.8529177094810727
16,2.028184365430958
17,2.418051406623719
18,1.5930756211478134
19,-0.16927541617319064
20,1.4229968814706495
21,1.1595320365320008
22,0.5348165710095414
23,2.214850455148193
24,2.0198752519925076
25,3.2821103170455124
26,0.1285388494610855
27,-0.4435929533166161
28,0.8964957818486414
29,3.833975317523591
30,-0.0291907458261933
31,1.8242013663839327
32,0.07944353541643867
33,2.762526028872931
34,3.270951506241302
35,0.21730868557658733
36,1.919058311699235
37,2.4176021123574207
38,1.5719325440141196
39,-0.8360410692698639
40,3.2408909780545527
41,4.315811942698314
42,1.378359771650939
43,1.9247705716934576
44,1.5294696202192821
45,2.780063534388332
46,2.1976416415472264
47,1.8629329403976767
48,0.9308110909475712
49,2.2066086750101386
50,-0.07247245466210517
51,4.271409673674144
52,0.8450679953270772
53,2.9758971958065326
54,0.2550697638647048
55,5.030477116323345
56,1.1339887661695638
57,0.3499869394067827
58,2.3954555215273188
59,1.5896757575369627
60,-0.6854662279325243
61,0.5137015616110501
62,1.6939347785626953
63,1.8499613644708117
64,2.1186512296633717
65,3.1252258665549464
66,1.9164248747628683
67,2.0024776648494305
68,1.7153593824693885
69,1.1486343631255855
70,-0.2722132860149451
71,-0.7179704584525237
72,0.5949214412036397
73,2.388704007350311
74,2.1458892377215526
75,1.1135849127160888
76,-0.16366443836637057
77,3.1969079200987127
78,0.47205575540949996
79,2.6927958089933366
80,0.8789983190111238
81,1.090724176960737
82,3.9242797804919958
83,2.419776101840895
84,2.114329565685797
85,2.8920524671604646
86,2.8671087810443625
87,4.559682172542364
88,2.7301074375881655
89,-0.2655783775339797
90,1.7219455792973084
91,1.054338508164829
92,0.6147139720609965
93,-0.6572447547366433
94,2.785721943079096
95,1.7814218039234557
96,3.6177739075006867
97,1.806304210070632
98,0.5739699717858451
99,2.730884010697493
100,3.880309631615602
101,0.8677658730061235
102,1.402165334366863
103,3.501545899897703
104,2.5663111776844594
105,0.6008590487536374
106,0.3432333457956551
107,-0.19879153219278645
108,0.9855555479235889
109,2.627970497147756
110,0.7866207415610532
111,0.7907079967735716
112,-0.13686531917567435
113,1.445469838298259
114,0.2478399342660489
115,1.0822813131875133
116,1.182910168008363
117,2.81438091217606
118,1.435970156251805
119,2.3942641329783596
120,1.4957759873004772
121,-1.667473287829928
122,1.7887089468828423
123,2.6886190359660063
124,2.0654746136969755
125,-0.8100030242257903
126,1.8572578824215027
127,2.834353520997821
128,2.709586315873609
129,2.9017435897928294
130,3.5389773295814777
131,2.4708769704565
132,2.2828317033199967
133,1.6962664383869057
134,0.4081578872194407
135,3.016619090884755
136,1.1913886751440985
137,1.2824630646642226
138,0.8345474251940369
139,-1.2101768901145769
140,2.018630641044474
141,3.233011236136953
142,1.8633907851253508
143,1.7314485505776933
144,-0.43113594861397253
145,-0.2503596231291658
146,3.350154160303905
147,1.0808947137282678
148,0.4033074440073179
149,3.064075813580096
150,0.8550819713766473
151,1.5544429846803676
152,2.6360936517432787
153,1.9028216552153476
154,2.0379877153545536
155,1.5196923407857303
156,3.1231987924130786
157,0.1640020026441631
158,0.38098290753555086
159,1.936949808981697
160,0.4378130584850093
161,3.742588753648574
162,0.3318444763938073
163,1.5432790998541828
164,0.6596150380177191
165,2.9865671685690884
166,1.1388497902912282
167,2.1269132441749585
168,2.568919350383948
169,-0.7608875378274056
170,1.8170456422350265
171,3.5652125625992515
172,2.411593481679164
173,2.122379882106035
174,3.7264689300116656
175,1.6294080697027973
176,0.17956189505248843
177,3.227660908073918
178,0.8999468304218197
179,4.180163414357823
180,2.1079909812661506
181,2.88157503639132
182,-1.328026808229692
183,1.3773862861157542
184,2.547382834433208
185,1.0258005091851217
186,2.260421566999747
