,Sample
0,0.40188303169046713
1,3.4668313228883862
2,2.5327084253257732
3,1.9534080679696815
4,3.8071390650928905
5,0.2547272874306399
6,1.7317978390076885
7,0.09331635771545921
8,-1.3091178915162662
9,1.9234237321685934
10,2.7324616024993404
11,2.087788633603624
12,1.3555723285686543
13,0.9853890576705635
14,2.2484227083065322
15,2.39332468646066
16,-0.6465125193747632
17,3.7544371481120584
18,4.6804988175268925
19,2.3167511344066263
20,-0.4775512389565919
21,4.409171531723038
22,0.461609640748162
23,4.091523705650257
24,0.9181499790199794
25,0.4734561590381354
26,3.654572746397052
27,2.4868558243239467
28,1.3486578868892911
29,3.7357778602831764
30,4.311493922103189
31,3.107625508225876
32,1.6362984069368136
33,4.4618302984388265
34,2.215836035836421
35,1.8523298743746794
36,4.635696239337417
37,1.3723227183397197
38,4.477157273945179
39,3.76538502594262
40,3.6054132031726107
41,2.1175395431233595
42,4.309239748851239
43,-1.261154501725751
44,1.8274891446660013
45,1.27554713433284
46,4.573743055983146
47,0.3155333315005253
48,1.7954061791848885
49,3.290145186643646
50,1.9800749901684227
51,2.046675648385492
52,2.152248415987765
53,5.4435739566307255
54,2.412750090567481
55,0.618703614434885
56,1.261005437266943
57,1.6121428464232408
58,0.14625834565258256
59,2.1491564379151917
60,5.665235477773304
61,1.3111869601313555
62,4.002533734476587
63,2.2518500949873665
64,4.960295606124538
65,3.2476616180213265
66,1.325680042252838
67,2.547667665051027
68,4.297399148677133
69,3.4240255543659046
70,2.0013053860267287
71,1.5530057738505927
72,2.9382770653921026
73,-1.719922884619848
74,1.2232885516334444
75,2.49028944009471
76,2.667110205409643
77,3.5158841518083372
78,-0.39773470406612876
79,-0.10182235827519559
80,3.368342663291883
81,0.8423011352356888
82,1.7443783638798769
83,4.7395333303505796
84,1.126485279646149
85,2.6215666823157173
86,0.647799241621476
87,4.258869832541028
88,2.811777917356574
89,5.004954609920484
90,3.020776639133267
91,0.3729668165139186
92,0.9763751960166309
93,1.1581158362340562
94,0.5446854563867709
95,3.001532050639101
96,2.3307356519113966
97,2.3605265371627064
98,3.831713318001006
99,0.5896069546165905
100,2.2976163043824473
101,1.394480597823309
102,0.9550372729905807
103,1.3891134826080187
104,0.06399588969360881
105,2.503841828067301
106,-1.4169298844042144
107,3.7829558518171034
108,-0.5889475036517235
109,0.1784286588530426
110,1.484080787706934
111,3.055753956971703
112,2.882750950365184
113,5.928193577384583
114,2.2580570203652375
115,2.9380676515717106
116,3.2811733533280574
117,2.6138602758921543
118,-1.3921469919151979
119,1.306515082990587
120,3.691115002312089
121,2.6460096433821625
122,3.044171773860046
123,0.9410779608260376
124,1.9817529390091795
125,0.26947775589708445
126,2.226619972471193
127,0.7684782302545228
128,5.184421337163171
129,0.19284991220267989
130,3.8974408310038156
131,3.6199611485306535
132,2.467401110265597
133,1.0642491583661882
134,2.996507618651997
135,-1.8327891658914286
136,5.062295720559028
137,2.322200500229001
138,3.996680348296585
139,2.801615350360418
140,-1.391276801374119
141,1.5828663549246667
142,1.1657970413935588
143,3.0473316801393064
144,3.03692794715889
145,0.6207725218403362
146,3.0416202591295916
147,2.168451837223105
148,0.23900007940061863
149,2.2852013669773794
150,2.101220217706579
151,4.514334422248922
152,1.9028050834702364
153,2.2977243080637786
154,1.4710294654621376
155,2.3614066289460602
156,-0.22900390139630655
157,1.7519397958581902
158,2.532934454768713
159,3.763946815371464
160,0.6650502864700483
161,3.225721106902216
162,2.9124853267054447
163,2.792347043413885
164,3.6300501835496823
165,4.5552766071787385
166,0.7866468852559325
167,4.1237578978757155
168,0.4924512302657076
169,1.7867081414551742
170,4.528526369294477
171,0.576534276534238
172,1.6013152593044804
173,0.96307089626116
174,2.3092095682053344
175,3.9197531795040628
176,1.2935664939170293
177,0.8601228376499477
178,3.4234632616986946
179,3.9252804169207405
180,1.2657358620877188
181,1.9372923170987237
182,0.69748167400091
183,3.669550987680336
184,-0.6102385456991724
185,3.433102435750552
186,2.533452942395236
187,0.9787223781358754
188,1.224816590650785
189,4.174042387275566
190,0.8140270752200187
191,2.9549836571745183
192,1.7462049228088328
193,2.181431312743988
194,1.9581163658111143
195,2.6425533622018738
196,2.294295579637032
197,1.3569127792987732
198,3.7438139168778948
199,0.3582500068662744
200,2.444019073132167
201,2.596509504756973
202,2.8491617151380435
203,3.212181377626714
204,1.700762534646007
205,4.546902420250111
206,1.3714155494538227
207,1.5728602790216772
208,1.6305504583122707
209,1.5027523758691945
210,2.690445506572342
211,2.9335740331061
212,0.8555462670515195
213,2.665815540366975
214,2.698162254072233
215,3.3659834470206635
216,3.6320284806822825
217,4.608405663413354
218,3.278744305353512
219,2.697991416472633
220,1.9137206995339913
221,0.46304890204890214
222,4.4838927811172065
223,1.5282634666628447
224,5.198522772029966
225,0.3638084916322817
226,2.6411741260693993
227,2.1793064411049854
228,1.524999977231562
229,2.1015592511530525
230,0.9959855657519101
231,3.3072986483419458
232,1.5167055934017744
233,5.014724773173873
234,2.314750406023729
235,3.593299791168779
236,2.4385291141290732
237,4.6776150674869035
238,2.6981559506616652
239,1.4640650511885551
240,2.0540415259118476
241,2.007637376323148
242,1.5941875388495794
243,3.13449126628489
244,3.8783996848594935
245,3.984716949431095
246,1.8178270560755612
247,1.1953480907798049
248,2.5368675718182594
249,2.5206170891918727
250,1.748055867721177
251,1.7572124688216846
252,3.217093188726111
253,2.9322228665811716
254,0.9698440574532723
255,-0.6305696685186954
256,-1.1073283811393768
257,3.417204355597176
258,2.9321205226151688
259,3.107452057331664
260,0.8941727091243754
261,0.7114299550564904
262,3.532889083019546
263,1.5717058041477796
264,3.173372093036609
265,2.227523637081873
266,2.5760854047883743
267,2.150405339693799
268,2.8303847970165443
269,3.3165013487514745
270,1.2655149044377794
271,3.4611258150830633
272,0.6834505780184457
273,2.3383773428811425
274,-0.04257132834788058
275,2.9869510680066838
276,4.755871970581589
277,1.0761876429858988
278,3.0364971455957397
279,-0.35794244861756974
280,3.4399593164476236
281,2.5335489759916086
282,-0.9300814402814157
283,1.129111008389905
284,2.204889611038969
285,-0.16147920656462622
286,1.5998211573506564
287,1.8067365781939373
288,3.411130410080642
289,0.9391752577810446
290,0.5630759088792661
291,2.0911448159620694
292,-0.8573846574713726
293,5.488565421275126
294,4.504919015877974
295,2.596808956925013
296,2.225938272428442
297,2.7079042126762674
298,2.0568273871237723
299,2.068526060551423
300,-0.3647763331454499
301,4.1798718150608245
302,2.003319222465175
303,4.72119830549705
304,1.0949716118371964
305,1.719152376056902
306,1.7227404267857351
307,-0.3433571564045579
308,2.4513830986845635
309,2.340268201877333
310,2.578231785337379
311,2.679807181321629
312,1.0781801866189205
313,3.1160691729398944
314,3.952327633253998
315,-0.8393208573049122
316,1.048757965719522
317,0.305740230533903
318,2.748950178958392
319,1.2979446415115619
320,3.4279387497596376
321,1.1393460793758057
322,3.0907822802656932
323,4.168577588975028
324,3.460323931477435
325,1.824534461032212
326,0.2603639354741971
327,2.205043069247133
328,3.3633222330452592
329,3.2647385056650373
330,1.8277167915713888
331,1.2908389406368213
332,0.19547452936362308
333,3.164091289073964
334,0.6485244516702138
335,5.809393420661312
336,3.9797267709152546
337,2.55138427958518
338,1.0569711636639845
339,2.5807926176332634
340,1.3009630809672035
341,1.965029171641076
342,3.6836699426188497
343,4.1887244701358926
344,2.347755819214497
345,2.7352569104492983
346,1.5656736824734998
347,2.5825941846707448
348,2.5755047048285227
349,4.087423402094183
350,1.1579800530904456
351,3.860148197616663
352,2.4032677342600732
353,0.643890575577275
354,2.7288265626252515
355,2.238009500796158
356,1.4981538842086652
357,1.2536701636707948
358,-0.14284879200640077
359,5.66193948460557
360,2.823866857157198
361,0.9496436653340672
362,6.119639726038896
363,1.1537278820292827
364,2.173267149847177
365,2.294398509366812
366,1.9658103047902877
367,3.2594270433862436
368,-0.2909942811695867
369,0.7989355605350505
370,5.209700530475308
371,1.0837658434067774
372,-0.7065209808824338
373,1.3097407765243905
374,4.033484462441837
375,2.257989823093941
376,0.8197957998070424
377,4.1674831946798605
378,4.177176572663049
379,1.9354284703361575
380,2.304052801860003
381,2.2861039911309877
382,2.7970296648235866
383,2.7760540578012045
384,0.00966326712343335
385,3.503243652091819
386,0.6094211857492675
387,1.7919684517376644
388,0.07634682781560409
389,1.822394505534024
390,1.9045772021539287
391,3.21502106027581
392,2.192596658765168
393,1.786918434880318
394,2.7076179514798575
395,2.6877606444532414
396,0.098278373369459
397,3.298578220852046
398,1.2108738351482904
399,-2.0312677536323545
400,0.7508716922920746
401,1.7171299617548954
402,3.307306165794764
403,3.035858207110274
404,2.2936215049016533
405,4.440274091765547
406,1.088729589167081
407,1.3525165295012846
408,4.452821857214202
409,-0.22774888611295507
410,3.808724415694174
411,4.901010413946242
412,1.367122905358678
413,0.1033745105599424
414,1.9652812393975592
415,1.2045768456896382
416,3.272493638719112
417,2.8281925305051656
418,0.1447710562184361
419,2.0990684988095687
420,4.200619906867612
421,4.122380874583538
422,1.2783987588530237
423,2.4029490706076713
424,1.6964890168233637
425,3.456937234836637
426,0.9246395638973521
427,-1.4264080970623825
428,4.5581436692869115
429,2.4267534299169315
430,0.19177745630774812
431,0.20922190668115448
432,2.4595522357366195
433,3.729716561124202
434,4.13077106693529
435,0.7702613960961222
436,2.8185078009797744
437,3.0040248318310807
438,4.454998253439008
439,2.27249871793784
440,1.495720965589788
441,-0.030163081233513633
